"start";"end";"Org";"Nome do profissional de saúde";"Qual o distrito de saúde?";"Qual o distrito de saúde?/DABEL";"Qual o distrito de saúde?/DABEN";"Qual o distrito de saúde?/DAENT";"Qual o distrito de saúde?/DAGUA";"Qual o distrito de saúde?/DAICO";"Qual o distrito de saúde?/DAMOS";"Qual o distrito de saúde?/DAOUT";"Qual o distrito de saúde?/DASAC";"Nome do ponto de venda ou do proprietário";"Telefone de contato";"Localização";"_Localização_latitude";"_Localização_longitude";"_Localização_altitude";"_Localização_precision";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"_index"
"2025-09-05 10:01:46.650000-03:00";"2025-09-05 10:03:22.186000-03:00";"";"Camille Pantoja Duarte";"";"";"";"";"";"";"";"";"";"Açaí do preto";"91988930199";"-1.469258 -48.492769 6.420950447012448 29.464850984056046";"-1.469258";"-48.492769";"6.420950447012448";"29.464850984056046";"552635144";"6f5e2f97-eb58-459a-b1bc-985f93a5c4bf";"2025-09-05 13:03:22";"";"";"submitted_via_web";"";"vPRLyNiHejvnf2uBkHZBsx";"";"1549"
"2025-09-05 10:01:17.650000-03:00";"2025-09-05 10:03:56.751000-03:00";"";"Patricia de Paula Ferreira Menino";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Açaí (restaurante)";"999999999";"-1.475666 -48.4612 -11.699999809265137 25.549999237060547";"-1.475666";"-48.4612";"-11.699999809265137";"25.549999237060547";"552635627";"79076d9b-ec1a-4b54-94fd-d202a770ce90";"2025-09-05 13:03:57";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1550"
"2025-09-05 10:03:22.212000-03:00";"2025-09-05 10:04:18.615000-03:00";"";"Camille Pantoja Duarte";"";"";"";"";"";"";"";"";"";"Açaí do preto";"91988930199";"-1.468976 -48.492786 7.069975204467774 22.789444210076876";"-1.468976";"-48.492786";"7.069975204467774";"22.789444210076876";"552635871";"85784435-b277-42e7-a4e0-c7c1cead266c";"2025-09-05 13:04:19";"";"";"submitted_via_web";"";"vPRLyNiHejvnf2uBkHZBsx";"";"1551"
"2025-09-05 10:02:49.659000-03:00";"2025-09-05 10:04:50.038000-03:00";"";"Açaí Vitória";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí Vitória";"91993227109";"-1.36151 -48.46808 0 0";"-1.36151";"-48.46808";"0";"0";"552636221";"28763124-c699-4ae8-b936-0a47616c250d";"2025-09-05 13:04:51";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1552"
"2025-09-05 09:59:25.745000-03:00";"2025-09-05 10:05:16.506000-03:00";"";"Edgar Rodrigo Trindade de Souza";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Ponto certo";"91991244018";"-1.470118 -48.454699 -10.699999809265137 12.562999725341797";"-1.470118";"-48.454699";"-10.699999809265137";"12.562999725341797";"552636541";"67bb37c9-8a28-4813-95fd-c51c4938b138";"2025-09-05 13:05:20";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1553"
"2025-09-05 10:03:56.804000-03:00";"2025-09-05 10:05:23.647000-03:00";"";"Patricia de Paula Ferreira Menino";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Açaí";"992094043";"-1.475679 -48.461234 -11.5 21.945999145507812";"-1.475679";"-48.461234";"-11.5";"21.945999145507812";"552636590";"ddafaf0f-b9e5-4b12-afc2-f8a633e22253";"2025-09-05 13:05:24";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1554"
"2025-09-05 10:01:59.788000-03:00";"2025-09-05 10:06:51.542000-03:00";"";"Adriana da paixao rego da silva";"DAICO";"0";"0";"0";"0";"1";"0";"0";"0";"Açaí do albino";"91985226194";"-1.320973 -48.434044 -2.4000000953674316 12.010000228881836";"-1.320973";"-48.434044";"-2.4000000953674316";"12.010000228881836";"552637495";"bd2f073b-f2f4-4136-97d2-8a450f876ce1";"2025-09-05 13:06:52";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1555"
"2025-09-05 09:34:12.233000-03:00";"2025-09-05 10:06:05.986000-03:00";"";"Raquel de jesus nogueira da Silva";"DAICO";"0";"0";"0";"0";"1";"0";"0";"0";"Pet açaí";"91984883369";"-1.317442 -48.436886 -0.4000000059604645 27.472000122070312";"-1.317442";"-48.436886";"-0.4000000059604645";"27.472000122070312";"552637726";"aca9b2de-2bd8-4816-abc6-149f5a0852bd";"2025-09-05 13:07:11";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1556"
"2025-09-05 10:06:22.821000-03:00";"2025-09-05 10:07:19.826000-03:00";"";"Vanessa Ladislau da Costa";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Ponto sem informações";"0000000000000000";"-1.361369 -48.469826 16.888009455831856 18.71590902322573";"-1.361369";"-48.469826";"16.888009455831856";"18.71590902322573";"552637875";"2b25eb38-37ae-4c93-baa0-22951a04fcb5";"2025-09-05 13:07:22";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1557"
"2025-09-05 10:06:06.033000-03:00";"2025-09-05 10:07:27.071000-03:00";"";"Raquel de jesus nogueira da Silva";"DAICO";"0";"0";"0";"0";"1";"0";"0";"0";"Pet açaí";"91984883369";"-1.317614 -48.436827 -0.6000000238418579 100";"-1.317614";"-48.436827";"-0.6000000238418579";"100";"552637951";"2798197c-34ea-4415-b23f-07f173305dc6";"2025-09-05 13:07:27";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1558"
"2025-09-05 10:04:50.063000-03:00";"2025-09-05 10:08:00.216000-03:00";"";"Natana do Rosário";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí do Paulo (Miguel Tavares)";"91981147371";"-1.36151 -48.46946 0 0";"-1.36151";"-48.46946";"0";"0";"552638304";"bebc7801-8df7-4d8a-978d-3a495f9ee35b";"2025-09-05 13:08:01";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1559"
"2025-09-05 10:07:27.107000-03:00";"2025-09-05 10:08:28.159000-03:00";"";"Raquel de jesus nogueira da Silva";"DAICO";"0";"0";"0";"0";"1";"0";"0";"0";"Açaí especial";"91996351342";"-1.31762 -48.437054 -0.5000001192092896 13.227999687194824";"-1.31762";"-48.437054";"-0.5000001192092896";"13.227999687194824";"552638552";"c60e1272-3286-47bf-a921-905e440d38fb";"2025-09-05 13:08:28";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1560"
"2025-09-05 10:06:51.577000-03:00";"2025-09-05 10:08:46.870000-03:00";"";"Adriana da paixao rego da silva";"DAICO";"0";"0";"0";"0";"1";"0";"0";"0";"Açaí  do albino";"91985226194";"-1.320953 -48.434078 -2.4000000953674316 6.293000221252441";"-1.320953";"-48.434078";"-2.4000000953674316";"6.293000221252441";"552638753";"b9f989bd-68b2-4e34-9169-f35c239e4295";"2025-09-05 13:08:47";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1561"
"2025-09-05 10:08:13.904000-03:00";"2025-09-05 10:09:13.357000-03:00";"";"Laide estumano";"DAICO";"0";"0";"0";"0";"1";"0";"0";"0";"Darlan Corrêa";"91981384522";"-1.328511 -48.455239 -3.1000003814697266 17.3439998626709";"-1.328511";"-48.455239";"-3.1000003814697266";"17.3439998626709";"552639008";"106180ef-f4cf-4754-b2c5-008157507b17";"2025-09-05 13:09:14";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1562"
"2025-09-05 09:58:11.804000-03:00";"2025-09-05 10:09:34.429000-03:00";"";"Jenniffer Uana da Silva Garcia";"DABEL";"1";"0";"0";"0";"0";"0";"0";"0";"Égua do açaí";"91986274572";"-1.451635 -48.461254 -10.59999942779541 13.11400032043457";"-1.451635";"-48.461254";"-10.59999942779541";"13.11400032043457";"552639257";"05563830-bad5-4944-a477-43167bdbd33b";"2025-09-05 13:09:36";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1563"
"2025-09-05 10:09:28.615000-03:00";"2025-09-05 10:10:21.757000-03:00";"";"Vanessa Ladislau da Costa";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí Alcântara";"0000000";"-1.361484 -48.470799 17.53590031733 14.552730085669346";"-1.361484";"-48.470799";"17.53590031733";"14.552730085669346";"552639695";"1f84219e-3412-4b3a-811b-b8b253e47a5c";"2025-09-05 13:10:22";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1564"
"2025-09-05 09:48:51.486000-03:00";"2025-09-05 10:11:35.792000-03:00";"";"AUREO LUAN BARRAL PORTAL";"DAICO";"0";"0";"0";"0";"1";"0";"0";"0";"Que creme açaí";"91992084304";"-1.29768 -48.475952 -2.000000238418579 24.048999786376953";"-1.29768";"-48.475952";"-2.000000238418579";"24.048999786376953";"552640417";"7bfdf0c0-f8f4-423a-be95-03e1771dd428";"2025-09-05 13:11:36";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1565"
"2025-09-05 10:08:28.199000-03:00";"2025-09-05 10:11:50.278000-03:00";"";"Raquel de jesus nogueira da Silva";"DAICO";"0";"0";"0";"0";"1";"0";"0";"0";"Açaí Deus e fiel";"91988433555";"-1.31762 -48.437054 -0.5000001192092896 100";"-1.31762";"-48.437054";"-0.5000001192092896";"100";"552640553";"baefbdb1-01ff-407a-bb34-47bb1d741ac2";"2025-09-05 13:11:52";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1566"
"2025-09-05 10:10:21.776000-03:00";"2025-09-05 10:13:21.581000-03:00";"";"Vanessa Ladislau da Costa";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí do louro";"91983328548";"-1.361384 -48.471997 21.77529525756836 3.5355339059327373";"-1.361384";"-48.471997";"21.77529525756836";"3.5355339059327373";"552641284";"40308643-2d53-4bbf-9916-576ae9431b89";"2025-09-05 13:13:22";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1567"
"2025-09-05 09:34:09.854000-03:00";"2025-09-05 10:14:33.365000-03:00";"";"Jeanny Almeida de Andrade";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí da Bia";"91998270315";"-1.361233 -48.466989 -4.600000381469727 7.160999774932861";"-1.361233";"-48.466989";"-4.600000381469727";"7.160999774932861";"552642066";"cb826da4-1825-458c-9b82-89ad3639dba3";"2025-09-05 13:14:35";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1568"
"2025-09-05 10:08:46.894000-03:00";"2025-09-05 10:15:09.672000-03:00";"";"Adriana da paixao rego da silva";"DAICO";"0";"0";"0";"0";"1";"0";"0";"0";"Acai Oliveira";"91985833556";"-1.320116 -48.433928 -1.5000001192092896 12.770999908447266";"-1.320116";"-48.433928";"-1.5000001192092896";"12.770999908447266";"552642446";"97557f93-49a8-4835-99bd-840f17d99caf";"2025-09-05 13:15:10";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1569"
"2025-09-05 09:54:09.790000-03:00";"2025-09-05 10:15:41.825000-03:00";"";"Silvana Farias Dias";"DAICO";"0";"0";"0";"0";"1";"0";"0";"0";"Acai do seu Zé";"91984680070";"-1.302397 -48.474713 -9.699999809265137 100";"-1.302397";"-48.474713";"-9.699999809265137";"100";"552642730";"7d93101b-efb2-49e1-a941-ff0285c37cd0";"2025-09-05 13:15:42";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1570"
"2025-09-05 09:56:48.188000-03:00";"2025-09-05 10:16:18.263000-03:00";"";"Roger leite costa";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Açaí do Jorge";"91982794329";"-1.469736 -48.498577 5.579344654729777 13.09643356497551";"-1.469736";"-48.498577";"5.579344654729777";"13.09643356497551";"552643116";"702b3546-c730-4dd8-a2c1-8fa4f265ef45";"2025-09-05 13:16:19";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1571"
"2025-09-05 10:14:47.290000-03:00";"2025-09-05 10:17:12.121000-03:00";"";"Vitória Dias de Jesus Brito";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Açaí da Cláudia";"91985764102";"-1.471916 -48.468549 -11 27.398000717163086";"-1.471916";"-48.468549";"-11";"27.398000717163086";"552643771";"1f51d83c-024d-4afa-996f-ddec0ea8c9b3";"2025-09-05 13:17:14";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1572"
"2025-09-05 10:15:41.930000-03:00";"2025-09-05 10:17:42.069000-03:00";"";"Silvana Farias Dias";"DAICO";"0";"0";"0";"0";"1";"0";"0";"0";"Acai do seu Zé";"91984680070";"-1.302422 -48.4747 -9.899999618530273 11.16100025177002";"-1.302422";"-48.4747";"-9.899999618530273";"11.16100025177002";"552644078";"80913f2b-968b-4892-b389-6ab1d09dc5aa";"2025-09-05 13:17:43";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1573"
"2025-09-05 10:13:21.629000-03:00";"2025-09-05 10:21:01.302000-03:00";"";"Vanessa Ladislau da Costa";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí do Paulo";"91981249621";"-1.361277 -48.468123 15.101965405231669 21.394696526878274";"-1.361277";"-48.468123";"15.101965405231669";"21.394696526878274";"552646135";"e3730adc-3f87-4d81-940c-a1cec813a057";"2025-09-05 13:21:02";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1574"
"2025-09-05 10:17:12.347000-03:00";"2025-09-05 10:21:05.587000-03:00";"";"Vitória Dias de Jesus Brito";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Açaí do Naldo";"91985322233";"-1.470694 -48.468603 -10.5 13.934000015258789";"-1.470694";"-48.468603";"-10.5";"13.934000015258789";"552646168";"18452b83-ae96-47e3-83b2-a8dbb44fd864";"2025-09-05 13:21:06";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1575"
"2025-09-05 10:11:50.370000-03:00";"2025-09-05 10:21:18.273000-03:00";"";"Raquel de jesus nogueira da";"DAICO";"0";"0";"0";"0";"1";"0";"0";"0";"Açaí pai d agua";"91992991439";"-1.321958 -48.434774 -2.700000286102295 19.280000686645508";"-1.321958";"-48.434774";"-2.700000286102295";"19.280000686645508";"552646265";"d96f64ee-f106-498e-b2be-74d849f1a9dc";"2025-09-05 13:21:19";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1576"
"2025-09-05 09:54:52.910000-03:00";"2025-09-05 10:24:54.692000-03:00";"";"Rita Maria Miranda Melo";"DAICO";"0";"0";"0";"0";"1";"0";"0";"0";"Açaí do Arnaldo";"993284472";"-1.322039 -48.435253 -2.6000003814697266 14.486000061035156";"-1.322039";"-48.435253";"-2.6000003814697266";"14.486000061035156";"552648725";"1bce6934-de4b-4a11-aa47-898f8166b2c7";"2025-09-05 13:24:55";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1577"
"2025-09-05 09:59:49.074000-03:00";"2025-09-05 10:25:44.980000-03:00";"";"Walber Marcelo Rodrigues Dos Santos";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Lindalva dias";"984685089";"-1.465227 -48.457873 -10 12.208999633789062";"-1.465227";"-48.457873";"-10";"12.208999633789062";"552649229";"5ce12de6-9c67-420a-826a-0f93a3e8c0f8";"2025-09-05 13:25:46";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1578"
"2025-09-05 10:27:41.393000-03:00";"2025-09-05 10:31:48.264000-03:00";"";"Cleudilene Araujo Silva";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí do Sabarito";"91981829951";"-1.36834 -48.460282 -2.8000001907348633 11.491999626159668";"-1.36834";"-48.460282";"-2.8000001907348633";"11.491999626159668";"552652663";"77e63262-9b28-4f74-a740-3931b9b50160";"2025-09-05 13:31:50";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1579"
"2025-08-13 11:26:21.546000-03:00";"2025-09-05 10:33:13.476000-03:00";"";"CARLA CRISTINA HURRY DE ALBUQUERQUE";"";"";"";"";"";"";"";"";"";"Açaí da Jay";"91998094626";"-1.461792 -48.461765 -10.800000190734863 15.42199993133545";"-1.461792";"-48.461765";"-10.800000190734863";"15.42199993133545";"552653318";"89608680-8ba6-4b9e-9ca4-2bbcc9ddbe87";"2025-09-05 13:33:15";"";"";"submitted_via_web";"";"vPRLyNiHejvnf2uBkHZBsx";"";"1580"
"2025-09-05 09:20:00.836000-03:00";"2025-09-05 10:38:16.473000-03:00";"";"LIDIA DE ASSIS CARDOSO";"DAENT";"0";"0";"1";"0";"0";"0";"0";"0";"Açaí da Roseane";"91999000000";"-1.409058 -48.39355 1.7999999523162842 15.767000198364258";"-1.409058";"-48.39355";"1.7999999523162842";"15.767000198364258";"552656046";"7f22f49f-b70d-40f5-8aef-9ed7583f0f09";"2025-09-05 13:38:18";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1581"
"2025-09-05 10:37:46.761000-03:00";"2025-09-05 10:39:08.998000-03:00";"";"Carla Larissa Farias de Castro Nascimento";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Milene dos Santos";"91982666743";"-1.473137 -48.50019 -11.199999809265137 11.914999961853027";"-1.473137";"-48.50019";"-11.199999809265137";"11.914999961853027";"552656510";"ec40c87e-cd02-4a3d-8722-93db2544ae9c";"2025-09-05 13:39:09";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1582"
"2025-09-05 09:44:56.311000-03:00";"2025-09-05 10:43:53.018000-03:00";"";"Dalila batista da silva";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açai do Noé";"91980346792";"-1.368269 -48.458413 13.937834629850949 37.28757911402132";"-1.368269";"-48.458413";"13.937834629850949";"37.28757911402132";"552659476";"86d785c3-8480-4c63-8c66-f009d5424ea4";"2025-09-05 13:43:53";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1583"
"2025-09-04 10:43:30.035000-03:00";"2025-09-05 10:47:14.520000-03:00";"";"ACS Wilham Leão Sena";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Mais Açaí";"99329-6365";"-1.465753 -48.500653 -11 44.367000579833984";"-1.465753";"-48.500653";"-11";"44.367000579833984";"552661532";"05ea8fe4-6dc8-430b-aa00-9f237a92f8c4";"2025-09-05 13:47:17";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1584"
"2025-09-05 10:33:16.666000-03:00";"2025-09-05 10:47:21.724000-03:00";"";"ALLISON FERNANDO ARAUJO SANTOS";"DAICO";"0";"0";"0";"0";"1";"0";"0";"0";"Açai da Ilha / Responsável: Eurídice Rosário Mendes Rosário Mendes";"91984996228";"-1.291079 -48.464125 0 0";"-1.291079";"-48.464125";"0";"0";"552661587";"df95d0d3-877e-493d-a1b0-57a7106d0bbc";"2025-09-05 13:47:23";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1585"
"2025-09-05 10:48:04.688000-03:00";"2025-09-05 10:49:36.502000-03:00";"";"Suelen Letícia Nascimento Silva";"DAMOS";"0";"0";"0";"0";"0";"1";"0";"0";"Fábio santos Apolinário";"(91)986025497";"-1.072601 -48.329902 9.804481506347656 35";"-1.072601";"-48.329902";"9.804481506347656";"35";"552662947";"372eb4e0-dfbc-45c2-8a8b-7b76c025747f";"2025-09-05 13:49:37";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1586"
"2025-09-05 10:48:56.070000-03:00";"2025-09-05 10:50:08.380000-03:00";"";"MARCOS VINICIUS OLIVEIRA MATOS";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Rodrigo Pinheiro";"91985952211";"-1.465359 -48.483028 -11.399999618530273 13.5";"-1.465359";"-48.483028";"-11.399999618530273";"13.5";"552663283";"d05945f4-17bb-40d5-a580-baafb99ca8fb";"2025-09-05 13:50:09";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1587"
"2025-09-03 08:46:08.015000-03:00";"2025-09-05 10:54:58.188000-03:00";"";"LILIAN TRINDADE DOS SANTOS";"DASAC";"0";"0";"0";"0";"0";"0";"0";"1";"Ponto da Arlete";"91992346946";"-1.405248 -48.476815 -10.399999618530273 16.145000457763672";"-1.405248";"-48.476815";"-10.399999618530273";"16.145000457763672";"552666738";"4c72b153-4bb4-4731-b9f8-bff9f6358a8c";"2025-09-05 13:55:03";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1588"
"2025-09-02 10:12:51.824000-03:00";"2025-09-05 10:55:22.341000-03:00";"";"Nair Nunes da Silva";"DAICO";"0";"0";"0";"0";"1";"0";"0";"0";"Dom Açaí";"91998205503";"-1.297981 -48.478015 -3.200000286102295 14.12600040435791";"-1.297981";"-48.478015";"-3.200000286102295";"14.12600040435791";"552666981";"0bc86e29-3fa1-4fa1-9016-77e51deda66f";"2025-09-05 13:55:22";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1589"
"2025-08-13 11:27:22.559000-03:00";"2025-09-05 10:56:35.739000-03:00";"";"DANTE DOS SANTOS RODRIGUES";"";"";"";"";"";"";"";"";"";"Barão Açai";"981899522";"-1.464186 -48.465579 -10.800000190734863 13.416999816894531";"-1.464186";"-48.465579";"-10.800000190734863";"13.416999816894531";"552667902";"33425d6e-6624-4e20-846b-fc990844a9b8";"2025-09-05 13:56:37";"";"";"submitted_via_web";"";"vPRLyNiHejvnf2uBkHZBsx";"";"1590"
"2025-09-05 10:51:33.192000-03:00";"2025-09-05 10:57:41.687000-03:00";"";"Suelen Letícia Nascimento Silva";"DAMOS";"0";"0";"0";"0";"0";"1";"0";"0";"Valdinei de Lima Nabiça";"(91)984583809";"-1.07196 -48.330843 11.793471336364746 35";"-1.07196";"-48.330843";"11.793471336364746";"35";"552668737";"0bd0fe8e-4c4f-41d5-b70c-b09c3a9aabde";"2025-09-05 13:57:45";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1591"
"2025-09-05 10:56:35.767000-03:00";"2025-09-05 10:59:14.303000-03:00";"";"DANTE DOS SANTOS RODRIGUES";"";"";"";"";"";"";"";"";"";"Açaí do Marcos";"984607664";"-1.464186 -48.465579 -10.800000190734863 13.416999816894531";"-1.464186";"-48.465579";"-10.800000190734863";"13.416999816894531";"552669796";"86b14454-70c2-4d33-964d-f36b49caa0d7";"2025-09-05 13:59:16";"";"";"submitted_via_web";"";"vPRLyNiHejvnf2uBkHZBsx";"";"1592"
"2025-09-05 11:00:04.123000-03:00";"2025-09-05 11:00:45.314000-03:00";"";"MARCOS VINICIUS OLIVEIRA MATOS";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Açai da Luna";"91988357736";"-1.464623 -48.482242 -11.399999618530273 12.855999946594238";"-1.464623";"-48.482242";"-11.399999618530273";"12.855999946594238";"552670708";"e7d5a245-1066-4967-87dd-b8a4b482fda3";"2025-09-05 14:00:46";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1593"
"2025-09-05 10:33:13.533000-03:00";"2025-09-05 11:00:59.652000-03:00";"";"CARLA CRISTINA HURRY DE ALBUQUERQUE";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"Açaí imperium";"91980328865";"-1.462397 -48.46329 -9.800000190734863 11.470000267028809";"-1.462397";"-48.46329";"-9.800000190734863";"11.470000267028809";"552670865";"6fd1a540-fb42-46ad-80be-ccddee003ca9";"2025-09-05 14:01:01";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1594"
"2025-09-05 10:31:48.336000-03:00";"2025-09-05 11:01:02.620000-03:00";"";"Cleudilene Araujo Silva";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí Alexandrino";"91992359172";"-1.367787 -48.458472 -0.6000000238418579 37.41699981689453";"-1.367787";"-48.458472";"-0.6000000238418579";"37.41699981689453";"552670898";"77ba797c-f3fb-475b-aeb2-ee19eb4bd059";"2025-09-05 14:01:04";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1595"
"2025-09-05 09:47:53.676000-03:00";"2025-09-05 11:03:11.465000-03:00";"";"Paulo Vitor Dias de Brito";"DAGUA";"0";"0";"0";"1";"0";"0";"0";"0";"E & A Açaí";"91 98136-7784";"-1.452044 -48.461037 -9.699999809265137 15.312000274658203";"-1.452044";"-48.461037";"-9.699999809265137";"15.312000274658203";"552672235";"7626fcfa-e78a-424e-a360-91d7c04c4696";"2025-09-05 14:03:12";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1596"
"2025-09-05 10:57:52.761000-03:00";"2025-09-05 11:04:51.333000-03:00";"";"LILIAN TRINDADE DOS SANTOS";"DASAC";"0";"0";"0";"0";"0";"0";"0";"1";"Açaí da Liliane";"91982553149";"-1.405627 -48.476746 -11 14.359999656677246";"-1.405627";"-48.476746";"-11";"14.359999656677246";"552673729";"27c675b9-3c43-4d4f-a3cf-5bc5d42b2951";"2025-09-05 14:04:56";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1597"
"2025-09-05 10:57:41.729000-03:00";"2025-09-05 11:05:21.189000-03:00";"";"Suelen Letícia Nascimento Silva";"DAMOS";"0";"0";"0";"0";"0";"1";"0";"0";"Benedito da Silva Coelho";"(91)985511049";"-1.072835 -48.331191 12.364126205444336 35";"-1.072835";"-48.331191";"12.364126205444336";"35";"552674129";"3d4a24a8-26e0-40a7-89ef-7d12c94094ab";"2025-09-05 14:05:29";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1598"
"2025-09-05 11:05:21.218000-03:00";"2025-09-05 11:09:14.462000-03:00";"";"Suelen Letícia Nascimento Silva";"DAMOS";"0";"0";"0";"0";"0";"1";"0";"0";"Lucilene Campos do Rosário";"(91)992553114";"-1.070961 -48.330802 6.539492607116699 43.55373011482613";"-1.070961";"-48.330802";"6.539492607116699";"43.55373011482613";"552676610";"03b1744f-6fd0-4b7e-837f-968fe83aba72";"2025-09-05 14:09:15";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1599"
"2025-09-05 10:59:14.333000-03:00";"2025-09-05 11:09:34.375000-03:00";"";"DANTE DOS SANTOS RODRIGUES";"";"";"";"";"";"";"";"";"";"SENAÇAI";"900000000";"-1.462373 -48.465608 -9.5 11.47599983215332";"-1.462373";"-48.465608";"-9.5";"11.47599983215332";"552676857";"dad65b74-d6e1-4668-a1ed-9e7378ba8e3f";"2025-09-05 14:09:37";"";"";"submitted_via_web";"";"vPRLyNiHejvnf2uBkHZBsx";"";"1600"
"2025-09-05 11:03:36.859000-03:00";"2025-09-05 11:12:40.789000-03:00";"";"Amanda Andréa Cardoso Reis";"DABEN";"0";"1";"0";"0";"0";"0";"0";"0";"Açaí 3 irmãs";"91981819922";"-1.357953 -48.465713 -10.399999618530273 33.16600036621094";"-1.357953";"-48.465713";"-10.399999618530273";"33.16600036621094";"552679297";"42ba7a03-c73e-4f8c-954d-6632041681cc";"2025-09-05 14:12:41";"";"";"submitted_via_web";"";"v86puzY8mJhC67okc7zwoY";"";"1601"
